entry_id,date,phase,workstream,bucket,category,item,status,amount,currency,amount_status,company,transaction_number,expected_delivery_date,source,evidence_ref,payment_status,delivery_status,procurement_stage,product_link,notes
part_tub_repair_steel_sheet_1_6mm_20260513,2026-05-13,03_body_chassis,body_chassis,parts,tub_repair_raw_material,1.6 mm cold-rolled mild-steel sheet for heavier tub patch plates,fabrication_controlled,,PKR,estimate,local steel stockholder / body-panel sheet supplier,,,fabrication_estimate,data/manual/fabrication_raw_material_estimates.csv|docs/fabrication-raw-materials-procurement-estimate-20260513.md|docs/tub-off-refit-execution-plan.md|docs/j40_welding_execution_plan_20260419.md,not_applicable,not_required,not_required_under_fabrication,,"Buy one 1.6 mm cold-rolled mild-steel sheet about 1000 x 500 mm, or nearest manageable sheet. Use for heavier tub floor sections, flange returns, seat-box edges, local patch plates, and spots where the exposed original sheet is heavier than skin panels. Final size remains controlled by cleaned metal and rust-map photos. | User direction 2026-05-29: item is controlled under fabrication/handoff, so remove from active ordering and procurement decision flow; keep fabrication spec/handoff record as source of truth."
part_tub_mount_reinforcement_plate_3mm_20260513,2026-05-13,03_body_chassis,body_chassis,parts,tub_repair_raw_material,3.0 mm mild-steel plate for tub body-mount backing and captive-nut repairs,fabrication_controlled,,PKR,estimate,local steel stockholder / sheet-metal shop,,,fabrication_estimate,data/manual/fabrication_raw_material_estimates.csv|docs/fabrication-raw-materials-procurement-estimate-20260513.md|docs/tub-off-refit-execution-plan.md|data/manual/body_mount_order_release_specs.csv,not_applicable,not_required,not_required_under_fabrication,,"Buy one 3.0 mm mild-steel plate about 500 x 500 mm or 300 x 600 mm for tub body-mount backing plates, captive-nut/weld-nut repair plates, local reinforcement coupons, and test pieces. Keep separate from chassis/battery stand fabrication steel; release final shapes only after each mount station is cleaned and measured. | User direction 2026-05-29: item is controlled under fabrication/handoff, so remove from active ordering and procurement decision flow; keep fabrication spec/handoff record as source of truth."
part_hvac_hidden_evaporator_blower_unit_20260514,2026-05-30,07_interior_weatherproofing,ac_hvac_retrofit,parts,hvac,Hidden compact evaporator core/case and outlet plenum for custom blower fitment,ordered,36942,PKR,confirmed,AliExpress,3073062248277489,,user_update|workbook_hvac_rows|web_research_hvac_evap_20260514|user_photo_review_vitz_box_20260514|gmail|bank_alert|aliexpress_order,user_update_2026-05-14_aftermarket_ac_removed_hidden_evaporator_plan|user_update_2026-05-30_cabin_ac_missing|workbook_parts_row_212|docs/hvac-evaporator-blower-sourcing-20260514.md|docs/amir-montgomery-road-shopping-list-20260527.md|gmail_msg_19e78b8a26f000c1|bank_alert_19e78b8dbe36d812|aliexpress_order_3073062248277489|gmail_msg_19e8cd7d9efb4afa|aliexpress_shipped_3073062248277489,paid,pending_delivery,ordered_pending_delivery,,"Required because the aftermarket A/C has been removed and the selected direction is a hidden cabin evaporator core/case with routed outlets and owner-selected external blowers. User clarified on 2026-05-30 that this is the missing cabin-side A/C package, separate from the engine-bay condenser/drier/hose work, and that he wants to use his own blowers rather than buy a bulky complete blower box. Search Snow Cool/Arsalan/Coolsun for a compact evaporator core, cooling coil, or evaporator case/plenum with TXV, drain pan/nipple, refrigerant fittings, outlet spigots or flat plenum face, and all-side dimensions. BEU-202/low-profile BEU-404/short BEU-848 remain useful only if the case can be reused with the integrated blower removed or bypassed. Reject bulky Vitz/full OEM dash boxes and any bare coil unless a shop/fabricator can build a sealed plenum, drain pan, service access, and adapter for the selected blowers. Buy after checking coil face area, case/plenum envelope, fitting side, outlet geometry, drain route, service access, external blower airflow/current, and bench airflow plus leak test. | Gmail import 2026-05-30: AliExpress order 3073062248277489 confirmed Universal 4 Hole Auto AC Evaporator / Cool and Heat 12V x1, order total PKR 36,942; matching Standard Chartered alert confirms card payment. Treat this as an ordered candidate for the hidden A/C workstream, not an automatic fitment approval: on arrival measure case/core/outlets/drain/fittings, leak-test, bench airflow-test, and confirm any integrated blower can be removed, bypassed, or ignored for the owner-selected external-blower direction before final mounting or hose crimping. | Gmail import 2026-06-07: AliExpress order 3073062248277489 shipped on 2026-06-03; keep pending delivery and bench/mock-up acceptance checks."
part_hvac_alibaba_underdash_evaporator_sample_20260529,2026-05-29,07_interior_weatherproofing,ac_hvac_retrofit,parts,hvac,Alibaba under-dash A/C evaporator assembly sample - 12V heat/cool 4 vents,cancelled,45,USD,cancelled,Alibaba Trade Assurance,302575831501027345,,gmail,gmail_msg_19e76240ad0d5bc6|alibaba_order_302575831501027345|gmail_msg_19f10ae73a42cc4f|alibaba_cancel_302575831501027345,not_paid,not_required,not_required_cancelled,,"Gmail import 2026-05-30: Alibaba Trade Assurance progress email for order 302575831501027345, order date 2026-05-29 16:48:47 PST, Air Conditioning Evaporator Assembly 12V Universal Under-Dash Heating Cooling Unit with 4 Vents x1, total USD 45.00 with free shipping. No matching payment alert was found in this ingest, so confirm whether this is paid/active, cancelled, or only a sample/order draft before counting it as spend or relying on it for A/C packaging. | Gmail import 2026-07-04: Alibaba notice dated 2026-06-29 says Trade Assurance order 302575831501027345 was canceled. Do not count this as spend or as an active A/C evaporator candidate; use the AliExpress 3073062248277489 candidate and local A/C sourcing rows instead."
part_hvac_slim_louver_outlet_panel_20260514,2026-05-14,07_interior_weatherproofing,ac_hvac_retrofit,parts,hvac,Slim under-dash louver outlet panel / matched air-directing vent pieces,planned,,PKR,missing,Coolsun / local automotive A/C supplier,,,user_update|workbook_hvac_rows,user_update_2026-05-14_aftermarket_ac_removed_hidden_evaporator_plan|workbook_parts_row_213|user_update_2026-05-27_required_purchase_line_cleanup,not_paid,not_ordered,purchase_ready,,"Required to route cold air out cleanly from the hidden evaporator. One side/one piece has been identified, so the purchase line must cover the matching mate or a complete matched left-right outlet set with adjustable louvers. Prefer a slim metal/plastic louver panel or pair that can be mounted without blocking knees, pedals, glovebox, wiring, or service access."
part_hvac_return_air_grille_filter_20260514,2026-05-14,07_interior_weatherproofing,ac_hvac_retrofit,parts,hvac,Hidden return-air grille and washable filter for evaporator intake,planned,,PKR,missing,Coolsun / local automotive A/C supplier,,,user_update,user_update_2026-05-14_aftermarket_ac_removed_hidden_evaporator_plan,not_paid,not_ordered,purchase_ready,,Required so the hidden blower can pull cabin air instead of being boxed into a dead space. Size the grille/filter to the evaporator intake area; keep it accessible for cleaning and do not place it where it will ingest water from the cowl or floor.
part_hvac_control_panel_20260514,2026-05-14,07_interior_weatherproofing,ac_hvac_retrofit,parts,hvac,Compact A/C control panel or integrated controls,planned,,PKR,missing,Coolsun / local automotive A/C supplier,,,user_update|workbook_hvac_rows,user_update_2026-05-14_aftermarket_ac_removed_hidden_evaporator_plan|workbook_parts_row_214,not_paid,not_ordered,purchase_ready,,"Required unless the selected evaporator unit includes suitable integrated controls. Controls must cover blower speed, temperature/blend if heat is retained, and A/C compressor request without a bulky modern under-dash box."
part_hvac_duct_defrost_hose_kit_20260514,2026-05-14,07_interior_weatherproofing,ac_hvac_retrofit,parts,hvac,"2.5 inch duct hose, vent adapters, and defrost/demist hose kit",planned,,PKR,missing,Coolsun / local automotive A/C supplier,,,user_update|workbook_hvac_rows|data_rubber_ordering_specs,user_update_2026-05-14_aftermarket_ac_removed_hidden_evaporator_plan|workbook_parts_row_215|RUB-025,not_paid,not_ordered,purchase_ready,,"Required to route air from the hidden unit to cabin outlets and windscreen demist if used. Use 2.5 inch / 63.5 mm ID only if the selected evaporator and vent outlets match; otherwise buy by measured outlet OD, bend clearance, clamp/retainer style, and final dash route."
part_hvac_evaporator_drain_mount_kit_20260514,2026-05-14,07_interior_weatherproofing,ac_hvac_retrofit,parts,hvac,Evaporator drain hose and mounting/sealing kit,planned,,PKR,missing,Coolsun / local automotive A/C supplier,,,user_update|workbook_hvac_rows|data_rubber_ordering_specs,user_update_2026-05-14_aftermarket_ac_removed_hidden_evaporator_plan|workbook_parts_row_216|RUB-024,not_paid,not_ordered,purchase_ready,,"Required before the evaporator is hidden. Include drain hose matched to outlet OD, firewall/floor grommet, clamp, bracketry/isolators, and sealing so condensate has continuous downward fall outside the cabin."
part_hvac_parallel_flow_condenser_20260514,2026-05-14,05_mechanical_baseline,ac_hvac_retrofit,parts,hvac,Parallel-flow A/C condenser sized to core support,planned,,PKR,missing,Amir runner / Coolsun / local automotive A/C supplier,,,user_update|workbook_hvac_rows,user_update_2026-05-14_aftermarket_ac_removed_hidden_evaporator_plan|workbook_parts_row_217|user_update_2026-05-29_list_under_amir_mechanical_easy,not_paid,not_ordered,purchase_ready,,"List under Amir/local A/C supplier. Required for the new A/C layout. Size to the J40 core support/grille opening with radiator clearance, hood latch/front panel clearance, hose fitting orientation, and airflow path confirmed. Decide condenser fan only after condenser size and idle airflow are checked."
part_hvac_receiver_drier_20260514,2026-05-14,05_mechanical_baseline,ac_hvac_retrofit,parts,hvac,Receiver-drier matched to R134a A/C layout,planned,,PKR,missing,Amir runner / Coolsun / local automotive A/C supplier,,,user_update|workbook_hvac_rows,user_update_2026-05-14_aftermarket_ac_removed_hidden_evaporator_plan|workbook_parts_row_218|user_update_2026-05-29_list_under_amir_mechanical_easy,not_paid,not_ordered,purchase_ready,,"List under Amir/local A/C supplier. Required new whenever the A/C system is opened/rebuilt. Match fittings, bracket location, flow direction, refrigerant compatibility, and service-port/trinary-switch arrangement."
part_hvac_trinary_switch_20260514,2026-05-14,05_mechanical_baseline,ac_hvac_retrofit,parts,hvac,Trinary pressure switch for A/C compressor and fan control,planned,,PKR,missing,Amir runner / Coolsun / local automotive A/C supplier,,,user_update|workbook_hvac_rows,user_update_2026-05-14_aftermarket_ac_removed_hidden_evaporator_plan|workbook_parts_row_219|user_update_2026-05-29_list_under_amir_mechanical_easy,not_paid,not_ordered,purchase_ready,,List under Amir/local A/C supplier. Required for pressure protection and condenser-fan request if an electric condenser fan is used. Match switch thread/port to the drier or high-side line and wire it through the final relay/fuse plan.
part_hvac_barrier_hose_fittings_20260514,2026-05-14,05_mechanical_baseline,ac_hvac_retrofit,parts,hvac,A/C barrier hose and refrigerant-compatible fittings,planned,,PKR,missing,Amir runner / Coolsun / local automotive A/C supplier,,,user_update|workbook_hvac_rows|data_rubber_ordering_specs|longman_hls_22,user_update_2026-05-14_aftermarket_ac_removed_hidden_evaporator_plan|workbook_parts_row_220|RUB-024|HLS-22|user_update_2026-05-29_list_under_amir_mechanical_easy,not_paid,not_ordered,purchase_ready,,"List under Amir/local A/C supplier. Required, but final crimped hose lengths and fitting angles must wait until compressor, condenser, receiver-drier, firewall bulkhead, and hidden evaporator positions are locked. Use R134a-compatible barrier hose and fittings; pressure/leak test after fabrication."
part_hvac_firewall_bulkhead_fittings_20260514,2026-05-14,05_mechanical_baseline,ac_hvac_retrofit,parts,hvac,A/C firewall bulkhead fittings and sealing grommets,planned,,PKR,missing,Amir runner / Coolsun / local automotive A/C supplier,,,user_update|workbook_hvac_rows,user_update_2026-05-14_aftermarket_ac_removed_hidden_evaporator_plan|workbook_parts_row_221|user_update_2026-05-29_list_under_amir_mechanical_easy,not_paid,not_ordered,purchase_ready,,"List under Amir/local A/C supplier. Required for a clean hidden evaporator install. Use proper refrigerant bulkhead fittings or protected pass-throughs, not raw hose through sheet metal. Final hole size and location wait for the evaporator and engine-bay hose route."
part_hvac_blower_clutch_fan_wiring_20260514,2026-05-14,04_electrical_reset,ac_hvac_retrofit,parts,hvac,"Relay, fuse, switch, and wiring pack for blower, compressor clutch, and condenser fan request",planned,,PKR,missing,local electrical / automotive A/C supplier,,,user_update|workbook_hvac_rows,user_update_2026-05-14_aftermarket_ac_removed_hidden_evaporator_plan|workbook_parts_row_222,not_paid,not_ordered,purchase_ready,,"Required to integrate HVAC into the clean loom. Size fuses/wire/relays from the selected blower current, compressor clutch current, and condenser-fan load if fitted; include ignition feed, pressure-switch logic, and serviceable connectors."
part_hvac_r134a_oil_oring_charge_kit_20260514,2026-05-14,05_mechanical_baseline,ac_hvac_retrofit,parts,hvac,"HNBR O-rings, refrigerant oil, vacuum/leak test, and R134a charge setup",planned,,PKR,missing,Amir runner / Coolsun / local automotive A/C supplier,,,user_update|workbook_hvac_rows|data_rubber_ordering_specs,user_update_2026-05-14_aftermarket_ac_removed_hidden_evaporator_plan|workbook_parts_row_224|RUB-024|user_update_2026-05-29_list_under_amir_mechanical_easy,not_paid,not_ordered,purchase_ready,,"List under Amir/local A/C supplier. Required consumables/service for the rebuilt A/C circuit. Use refrigerant-compatible HNBR O-rings, correct oil for compressor/refrigerant, deep vacuum, leak test, and measured R134a charge after the complete layout is assembled."
tool_almiraj_ingco_air_setup_bundle_20260517,2026-05-18,00_site_setup,site_setup,tools,workshop_air_supply,"Almiraj INGCO air and cleaning setup - ACS112501 compressor, AH1151 hose, ABG081-3 blow gun, ATG0601 tire inflator, AWG1001 washing gun, HGVC02 gloves, HPWR12008 pressure washer",received,83549,PKR,confirmed,almirajtrading.com.pk,,,user_update|web,user_update_2026-05-17_ingco_air_setup_purchase_intent|user_update_2026-05-18_almiratrading_ingco_order|web_almiraj_acs112501|web_almiraj_ah1151|web_almiraj_abg0813|web_almiraj_atg0601|web_toolsmart_tat40122|user_update_2026-05-27_air_compressor_received|user_update_2026-06-15_air_setup_in_hand,paid,received,received,,"User update 2026-05-18: purchased from almiratrading / Almiraj Trading and not yet received. Order lines: INGCO Air compressor ACS112501 x1 PKR 57000; INGCO Air hose AH1151 x1 PKR 2850; INGCO Air blow gun ABG081-3 x1 PKR 930; INGCO Air tire inflating gun ATG0601 x1 PKR 2880; INGCO Air washing gun AWG1001 x1 PKR 2230; INGCO Leather Gloves 10 in HGVC02 x1 PKR 1660; INGCO High pressure washer HPWR12008 x1 PKR 15999. Total PKR 83549. Keep delivery pending until all seven items are physically received and item-count checked. Risk flagged 2026-05-17: AH1151 should physically fit the Total TAT40122 air impact because both support Nitto/Japanese connectors, but the listed 5/8 mm hose is likely small-bore and may choke airflow. Expect the setup to run blow gun, tire inflator, stapler, washing gun, and light air tools well, and the 1/2 in impact only to some degree; it may feel weak on stubborn fasteners until a larger-bore 8-10 mm ID / 3/8 in Nitto hose is purchased. Use the powered pressure washer cautiously around seals, breathers, bearings, electrical connectors, and open ports. | User update 2026-05-27: air compressor is now on hand. Keep this aggregate order partially open until the remaining Almiraj bundle lines are counted/confirmed: AH1151 hose, ABG081-3 blow gun, ATG0601 tire inflator, AWG1001 washing gun, HGVC02 gloves, and HPWR12008 pressure washer. Original AH1151 hose may be small-bore/type-limited; separate ToolsMart TM25776 Licota Nitto-type hose remains the impact-hose follow-up. | User troubleshooting update 2026-06-15 confirms the INGCO ACS112501 compressor, matching hose/end-tool connection, air blower/liquid-dispense attachments, and pipes are physically on hand and being fitted. Close delivery tracking for the Almiraj air setup; still count the full original bundle lines separately if needed: AH1151 hose, ABG081-3 blow gun, ATG0601 tire inflator, AWG1001 washing gun, HGVC02 gloves, and HPWR12008 pressure washer. The remaining issue is adapter/coupler compatibility at the compressor outlet, not bundle delivery."
